SizeRank,RegionName,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023
12,Washington,282165.2427,279531.6535,276738.3743,273157.8161,269793.2318,266859.6396,264728.8225,262883.9006,261349.8876,260337.1784,259823.8276,259454.6689,258546.7311,257531.5793,256609.6054,256625.8717,256918.9485,256614.1293,255162.0567,252854.0618,250523.3613,248088.6243,245784.1891,243574.6552,241694.1343,240217.9768,238551.1538,236668.9228,233958.043,231537.0506,229289.4644,227556.0832,225770.4304,224085.9316,222550.0945,221284.0512,220402.986,219588.2533,218801.7895,217944.1925,217287.3154,217068.417,217140.0312,217439.6449,218124.8235,219124.9396,220570.7992,222173.0952,224088.2592,225978.3404,227729.4871,229421.6372,231396.0807,233543.2903,235562.6547,237331.5246,239037.9697,240796.5165,242440.1194,244131.1412,245816.3741,247450.783,248985.1351,250369.078,251866.8353,252969.4289,253888.5168,254526.8639,255374.8114,256235.864,257472.4309,259103.735,261223.6619,263580.8689,265833.8884,267954.768,270035.5449,272000.3039,274059.923,276147.5695,278540.0119,281138.7881,284025.2122,287224.1045,290712.6567,293983.3596,296638.4271,298961.7983,301224.9795,303527.6981,305509.151,307296.3199,309132.9428,311339.3673,313995.1194,317148.9263,320522.8021,324086.3013,327624.2941,331112.4354,334110.8831,336902.2757,339412.6642,341915.887,344307.6432,346588.738,348979.1042,351684.8688,354850.1866,358311.1112,362113.3183,365685.015,369156.8834,371876.0544,374878.7427,377328.3223,379167.5169,380063.1583,380694.619,381520.3196,382433.453,383811.5488,385897.2815,388157.2989,390153.3927,391743.2611,393194.3707,394741.972,396204.6427,398233.4447,400861.5314,404133.8327,407713.9334,411661.8126,416105.2899,420551.2096,423455.3777,425125.1438,426653.5318,430249.7907,436316.7966,443794.1452,452033.8685,459972.6896,467797.7765,475716.5778,484111.0353,493428.6348,503365.4964,512929.1445,520811.8811,525583.763,528345.9712,530282.1744,533303.1403,537620.5751,545750.3365,557372.4899,571986.9095,585780.4721,596081.0936,601136.4088,599558.1287,593266.6641,584932.8026,578819.2455,574695.8466,570937.0459,567284.9338,564221.257
13,Arizona,184829.5426,181398.9402,178323.7375,175223.6652,171750.0068,168818.6024,166375.9813,164166.9055,162140.3499,159981.3372,159089.2701,158877.4307,158857.0953,158077.3598,157087.9014,156621.23,156029.6467,155299.1108,153498.5022,151840.8836,149771.5932,148106.3753,146275.8298,144572.3627,142745.5802,141019.0454,139642.8633,138096.4791,136609.4061,135007.1221,133929.6963,133262.0995,132861.7764,132710.0593,132571.2649,133069.9986,133582.5319,134413.4194,135189.422,136639.1512,138698.9035,141173.8413,143878.1988,146570.8876,149416.7765,151995.2655,154322.4143,156198.6889,157935.5748,159581.4247,161442.8761,163696.3507,166343.6654,169155.3688,171875.2888,174469.66,176841.4875,178956.1651,180561.4701,181716.5226,182900.47,184157.8383,185442.6823,186410.1494,187201.232,187777.316,188285.5553,188750.2603,189269.7186,189600.5266,190085.274,190559.2876,191245.4379,192002.0812,193029.1091,194232.3494,195629.736,197002.1462,198441.2982,199921.1806,201595.4879,203337.6255,205130.8532,206818.2082,208861.6044,210761.3385,212236.9782,213135.1667,213921.9111,214815.5587,215743.8256,216605.7702,217746.0373,218876.3754,220058.0428,221159.9134,222492.9527,224045.692,225735.9814,227290.4527,228640.4033,229999.3128,231308.6795,232693.1256,234070.811,235471.3838,236715.255,237956.752,239388.5224,241016.0303,242693.6824,244165.1373,245781.2163,247448.3426,249477.9293,251370.2451,253155.6407,254619.1935,255948.8201,257117.3697,258381.5888,259916.8839,261413.8828,262691.1846,263641.4085,264614.6617,265605.7902,266812.5567,268250.7587,269953.8936,271943.8283,274016.6595,276494.2458,279211.5008,282302.3429,285136.4556,287123.2172,288552.4554,290150.2748,292857.5013,296881.9396,301576.8726,306758.7531,311967.993,317247.6277,322826.5364,329302.2288,336789.5205,345278.1775,354320.9481,363165.9542,371117.1615,377945.8449,384181.1289,390216.8583,395894.6195,401808.0824,408521.4804,416750.8272,425966.3237,435080.4853,442729.4575,446625.4273,446017.9755,441401.4007,435645.486,429653.0887,423527.8369,418428.5022,414964.5525
14,Massachusetts,307360.622,305313.3839,303230.4932,301411.3212,300173.9351,299392.8513,298858.3379,298372.7773,298054.3243,297800.5632,297867.2937,298464.5309,299566.8313,300956.6719,302103.2012,303248.8827,304013.9212,304604.1817,304465.871,303875.5752,302418.1438,300739.6614,299124.9617,298236.9356,297489.9327,296422.7538,294932.4043,293618.6077,292510.0493,291750.4743,291025.0185,290263.0406,289042.5209,287420.0464,285726.0305,284445.2528,283396.9123,282573.0193,281920.8867,281686.1018,282047.4442,282908.0597,284021.3465,285008.4705,285764.9524,286446.325,287386.8218,288886.6859,290717.5111,292714.9921,293963.6132,295150.6752,296506.7195,298606.0215,300845.6878,302866.2878,304690.5739,306552.7737,308366.8054,310261.273,312044.2509,313648.6974,315023.3709,316463.6506,318101.8627,319376.0693,320299.34,320688.6227,321299.4832,321616.2176,322429.9535,323577.1399,325402.1666,327394.8593,329203.5976,330704.3494,332042.1762,333168.7789,334474.0262,336201.4622,338463.5633,340783.1517,342866.4817,345053.1525,347397.7858,349579.6431,351192.7049,352900.3401,354793.9774,356783.6495,358277.4996,359329.8495,360725.5177,362702.2544,365340.3417,368010.7466,370447.2916,372565.6921,374833.143,377430.8437,380097.5854,382493.9944,384528.7151,386183.0268,388115.3541,389965.3651,392009.3831,393806.0431,395797.3826,397938.502,400499.8072,403066.4369,405781.7772,408143.7522,410514.8598,412501.0366,414228.1988,415050.801,415332.3721,415018.4371,414962.0182,415624.3528,416987.3964,418979.2286,420442.2624,421720.8774,422285.2722,422623.8143,422687.339,423456.0459,425040.9804,426855.4959,429125.6913,431661.8945,434847.7634,437697.7399,439508.5829,440443.3773,441521.712,444412.939,449673.9228,456579.1576,464533.0816,472540.7018,479933.7494,486966.4388,493815.7097,501098.3378,508271.5098,514648.545,518218.8996,518557.4014,516821.6722,515657.3755,516173.266,518050.3492,523462.1656,532291.4256,543915.2067,554452.5255,563220.8159,569829.5343,573010.8917,572344.0407,568767.6197,565885.923,564295.1902,563295.5502,562525.4106,562119.1893
15,Tennessee,120372.4686,120040.4553,119720.29,119302.1096,118753.04,118178.2166,117633.6277,117194.4069,116830.7227,116549.4233,116306.4302,116129.7847,116041.2165,115985.3093,116003.2307,116049.2197,116126.9627,116116.3887,116004.065,115778.7458,115472.0333,115087.2102,114679.602,114233.4934,113731.1352,113269.7064,112828.482,112494.289,112151.1033,111854.7673,111563.6563,111316.0265,111078.411,110805.0533,110545.4867,110305.8881,110191.3888,110235.5023,110519.6314,110934.2687,111303.195,111669.7102,112059.1213,112310.226,112585.177,112761.1547,112995.5464,113031,112985.7162,113093.3544,113478.2527,114120.0437,114877.9564,115530.9288,116013.7216,116421.0367,116780.679,117264.6017,117640.6801,118137.6156,118561.8521,119134.8908,119630.69,120251.026,120957.3034,121730.7546,122452.6254,122959.2622,123345.9905,123593.5427,124032.8848,124524.8995,125050.5033,125582.175,126178.2706,126914.1804,127769.2247,128676.7453,129647.3968,130555.0619,131486.5154,132468.5565,133383.8767,134342.4351,135318.7486,136273.792,136948.5861,137546.8382,138107.0234,138783.1414,139458.9212,140307.3561,141371.5846,142659.9254,144095.1898,145515.5734,146658.716,147413.2272,148027.1273,148832.2605,149740.8723,150603.3341,151428.3361,152357.1799,153492.561,154719.9941,155996.5355,157147.3228,158226.5828,159161.8524,160276.1194,161250.7534,162236.7932,163017.9869,164038.8183,165093.0259,166095.7134,166778.0227,167400.1033,168245.4777,169607.2214,171406.2658,173328.0272,174917.826,176172.2236,177354.1799,178507.6941,179706.5629,180772.7073,181999.9955,183444.1478,184991.2686,186714.0572,188298.2189,189861.7062,191221.1601,192240.9112,193044.8973,193860.7112,195275.1047,197623.913,200458.0353,203529.7492,206302.2821,209090.5433,212076.792,215219.2145,218612.9212,222470.926,227240.9579,232056.0224,235821.3401,238403.5098,240912.6332,244396.4013,248488.9118,253694.0298,259692.1295,265825.4947,271605.7515,276248.9713,280408.6407,282827.0515,283695.4689,283133.3083,282147.9079,281080.1873,279726.4909,280128.5035,281156.6521
16,Indiana,109064.8258,108776.1968,108610.304,108472.8935,108351.1974,108238.0973,108025.0627,107769.6725,107497.3024,107258.2191,107118.8546,107058.9455,106995.3884,107005.1893,107019.0329,107171.2234,107253.9717,107326.3496,107276.5225,107112.5249,106768.4542,106349.0751,105870.198,105457.7063,105053.3413,104680.2167,104360.792,104101.3462,103858.7964,103643.9699,103531.3298,103570.0869,103650.2081,103684.0698,103623.9194,103494.1998,103271.1663,103238.3671,103417.3633,103744.9823,104014.4819,104264.0544,104526.2927,104747.159,104966.3957,105209.9243,105340.3828,105422.9867,105411.7483,105473.4695,105514.9357,105659.3571,105973.6673,106473.9788,107072.4004,107728.1733,108240.487,108656.721,108774.501,108853.9818,108935.4293,109169.3159,109426.7185,109855.2868,110446.6323,111080.2992,111747.264,112306.9095,112747.9349,112896.6936,112997.8097,113184.1657,113450.161,113732.1754,114031.1624,114460.1311,114980.3252,115562.414,116098.8026,116674.0226,117143.1072,117594.6766,117844.7262,118246.8304,118726.4049,119371.8384,119788.3481,120271.812,120801.7789,121478.4741,122013.7024,122512.8778,123094.0311,123806.3249,124539.6272,125258.2364,125822.2109,126219.4118,126602.7043,127220.1771,128003.675,128778.3418,129521.3666,130262.8903,131016.9074,131753.7062,132641.4267,133476.5397,134254.0145,134929.1386,135872.2219,136865.8833,137894.8676,138721.658,139531.511,140299.3482,141130.8956,141853.7873,142664.2185,143382.9129,144250.8113,145119.7555,146170.321,147071.2151,147750.9159,148305.3682,148902.2552,149610.4854,150254.8834,150980.6018,151875.8006,152915.3281,154091.1949,155318.8513,156688.7101,157996.7197,158969.3313,159695.6341,160532.5476,161782.7366,163669.1061,165955.5997,168715.2373,171379.3873,173833.3374,176295.1917,179091.3507,182098.2824,185127.1106,188068.0431,190528.5731,192097.3504,192781.3891,193562.2433,194915.2645,196661.4428,199430.3739,203082.3293,207322.4701,211217.0474,214190.4521,216695.782,217891.981,218102.5076,217440.0335,216963.7124,216844.5743,216753.3471,216865.8617,217408.3824
17,Missouri,119373.6858,118988.7012,118691.0905,118404.6629,118051.2031,117575.3816,117033.0651,116554.0527,116112.6409,115771.6342,115657.6433,115731.012,115763.5521,115623.5143,115583.5115,115734.5444,115911.5471,115829.7085,115492.8032,114961.1369,114302.4079,113559.0072,112785.8293,112040.5009,111371.5752,110783.9633,110150.1919,109493.8287,108844.9178,108298.8831,107864.8499,107431.4653,107071.4217,106643.0182,106272.9739,105861.0104,105563.6873,105428.5434,105502.1415,105807.0784,106327.3115,106898.5981,107485.9944,107867.9366,108238.1744,108329.8656,108300.4276,108303.1924,108396.7407,108605.2411,108798.3373,109113.0354,109522.7394,110092.3393,110736.8633,111581.9746,112307.8491,112987.8943,113238.4729,113279.9694,113242.0591,113291.3445,113453.1562,113729.1517,114263.4818,114946.4506,115693.5358,116313.2777,116719.2273,116866.2448,117039.434,117375.5638,117789.3897,118109.4268,118502.0276,119044.2927,119754.4782,120405.4644,121118.9965,121869.5301,122661.9748,123449.2964,124111.8691,124875.482,125719.577,126539.8161,126995.0303,127299.0105,127709.089,128327.2142,128831.7997,129214.4947,129630.5332,130251.564,131077.013,131954.3928,132777.5631,133586.4877,134342.9276,135105.9389,135689.3775,136193.1015,136613.6406,137024.0792,137534.6308,138134.1095,138810.305,139448.5895,140143.312,140953.1344,142057.6163,143102.8822,143995.2994,144460.2249,144851.407,145307.4852,146010.556,146652.559,147380.4139,147961.9981,148766.7821,149698.5757,150840.4116,151846.3818,152558.6808,153157.15,153590.8986,153966.2837,154138.1717,154642.5991,155414.0772,156419.6855,157374.7465,158468.3896,159733.1584,160954.7152,161825.9013,162360.8335,163233.7128,164732.5836,167226.1527,170065.2367,173093.5958,175650.3883,177873.8702,180166.8934,182850.7822,185969.0776,189218.114,192373.025,194712.3646,196022.518,196446.5514,197063.9188,198320.3998,200162.4252,203044.2876,206749.0989,211109.7809,215185.2139,218464.8553,221271.4033,222837.0322,223223.607,222462.8872,221806.094,221445.3697,221287.6874,221530.8803,222566.081
18,Maryland,273168.1677,269992.6138,266719.93,263411.9087,260334.7914,258004.777,255950.0118,254189.9624,252160.7537,250438.939,249071.6314,248153.1443,247643.669,247082.6826,246681.2361,246402.7671,246535.8912,246587.9929,246212.521,244993.808,243268.9676,241410.4903,239496.0971,237555.0861,235781.6152,234679.6074,234172.1271,233648.2567,232767.3016,231821.8667,230740.3085,229557.474,228115.0925,227000.5638,226238.1753,225633.1026,224914.7054,224542.4524,224615.2653,225412.4364,226244.6195,227127.2232,227739.1147,228262.6822,229043.0927,229872.4115,231037.1755,232041.18,233281.1967,234498.0157,235686.9655,236932.0661,238515.2614,240230.3713,241729.0568,242804.9296,243805.9659,244915.9465,246167.2287,247540.5175,248903.7837,250280.6878,251658.7393,253143.5936,254427.1473,255195.7058,255492.8225,255736.6652,256347.3123,257024.4992,257802.5924,258224.218,258435.0706,258704.5535,259331.1402,260236.839,261087.6805,261703.6039,262389.6494,263057.7597,263924.2607,264854.0892,265931.737,267121.6928,268398.8157,269326.5517,269571.7112,269619.452,269899.4103,270651.894,271357.0594,271661.9013,272017.8417,272690.5155,273954.2815,275433.161,276878.2454,278243.0987,279363.4977,280559.9965,281477.1715,282046.8274,282282.3342,282633.302,283531.5493,284648.4034,285814.0741,286954.8382,288016.4702,288894.304,289904.1295,290749.6968,291731.3129,292310.8247,293198.5031,293990.8124,294892.1322,295505.5365,296069.9445,296601.7721,297289.5624,298447.4403,300072.6502,301814.6788,303019.3107,303815.6292,304384.3001,305006.6673,305493.4809,306040.4267,306923.5988,308119.6323,309627.9683,311354.8939,313183.0217,314833.2552,315632.22,315890.3998,316446.9049,318114.9003,321261.3476,325203.9819,329635.125,333890.8792,337848.7476,342195.801,346948.0403,352059.0032,356950.588,361222.9387,364147.2047,365482.8866,365544.4343,365907.4257,366997.7488,368978.8604,371949.3191,375676.1417,380315.1935,384906.2703,389143.7749,392107.2235,392729.9746,391210.8479,388606.5881,386966.4648,386111.7346,385568.1683,386388.4782,388153.789
19,Wisconsin,145508.0551,144588.9599,143810.0225,143604.9192,143254.2731,142886.7868,142384.9881,141982.7952,141543.6611,141101.7391,140621.7027,140224.5678,140139.6757,140322.8649,140653.837,140960.9416,141151.4936,141045.6864,140665.4019,139841.9033,138671.8866,137420.4127,136213.3966,135193.5786,134310.5011,133457.7458,132679.0644,131856.324,131082.9415,130387.5178,129691.8013,129152.0272,128724.6705,128314.3293,127964.4834,127517.9809,127194.9904,126983.1586,126966.3664,127157.1326,127522.3509,127928.8395,128254.7065,128438.6249,128644.6992,128896.743,129065.3787,129211.9972,129419.6379,129819.8762,130300.1265,130819.4434,131378.1426,131963.4806,132472.8939,133083.3169,133648.2487,134241.3119,134431.9718,134695.6594,135020.4764,135654.4508,136370.5252,137117.1228,137862.5078,138472.429,138980.0861,139300.2588,139391.541,139259.5152,139197.0648,139433.2124,139973.532,140636.8907,141385.8619,142249.0138,143207.2372,144008.4715,144606.8369,145112.5699,145589.3044,146250.4537,146928.1295,147830.8257,148767.4393,149623.4252,150204.2624,150834.4846,151494.0121,152209.352,152554.4199,152966.1822,153580.9364,154543.9471,155604.3958,156670.092,157621.5491,158358.5978,159067.6566,159845.1447,160687.9251,161542.6028,162393.0355,163129.8095,163867.3159,164683.0824,165636.5489,166514.4668,167234.2199,168018.7555,169130.9754,170339.8252,171516.8053,172412.8011,173641.2651,174685.6345,175619.5592,175919.6607,176384.2433,177050.6874,178191.6706,179675.1868,181296.7786,182621.7299,183579.0176,184345.0652,185138.621,185924.8574,186601.4824,187369.9397,188306.7335,189357.212,190499.7407,191602.9267,192855.7377,194124.5921,195146.1969,195883.5551,196646.6457,198157.5419,200795.7626,204016.0283,207145.0599,209774.8425,211973.0175,214111.8586,216148.6436,218659.2122,221836.6959,225466.1925,228500.0667,229934.8965,230043.3956,229742.0767,230129.1607,231160.5874,233256.9148,235986.9595,239267.354,242860.7854,246155.9951,248860.2527,249916.5114,249667.4104,248872.869,248401.2935,248447.8661,248578.5109,250000.4019,251590.4585
20,Colorado,225362.6359,224916.4386,224643.3928,224441.5211,224172.8657,223837.4351,223332.6481,222838.8188,222429.5465,222216.9828,222242.8839,222439.7918,222923.4749,223511.267,224040.9713,224237.0016,223992.8443,223399.2545,222540.7308,221544.7141,220487.137,219501.0541,218588.4273,217714.8705,216985.209,216312.7244,215672.3425,214990.2801,214108.748,213315.1966,212565.8027,212109.3801,211855.8504,211722.1601,211707.0854,211767.2132,212024.1911,212394.9733,212842.9293,213208.3496,213777.7856,214762.6442,216212.1627,218026.5248,220126.1029,222217.0926,224190.0058,225971.4519,227731.1605,229315.5819,230505.7892,231571.2019,232831.4893,234575.0461,236626.8959,238795.544,240886.4287,242914.8078,244687.9769,246320.7722,247699.5727,249087.2529,250416.079,251890.3921,253479.6015,255086.0776,256799.7299,258505.186,260602.531,262884.5878,265465.054,268226.3235,271332.8407,274764.9518,278086.9998,281179.479,284030.1063,286785.5725,289702.4759,292795.7058,296079.2361,299143.2384,302075.3436,304910.1126,307824.552,310610.4349,313321.3526,316192.0475,319027.8943,321693.8625,323918.5748,325711.7915,327371.5431,329323.9391,331886.335,334924.1425,337901.2196,341096.253,344350.2316,347723.366,350581.3827,352748.4901,354162.4241,355286.9116,356631.1016,358417.8695,360621.2321,363278.1071,366224.698,369260.1762,372247.7575,374904.396,377417.7658,379326.5082,381411.9743,383128.7659,384803.9078,386064.9588,387295.3193,388662.4637,390249.0336,392336.7905,394646.1399,396726.2607,397873.2429,398626.487,399210.3981,400145.8045,401093.0437,402475.5501,404339.3392,406524.7505,408890.7375,411615.8997,414803.9465,417931.9476,419517.2608,419939.5869,420370.2307,422454.8127,426683.7124,432212.7107,438448.3644,444470.18,450299.8982,456493.7897,463765.415,472014.5167,480923.7103,489535.8131,496494.9958,501205.7464,504105.9916,507260.8414,511767.4442,517346.941,525050.9323,534855.3882,546485.5044,557398.5996,565842.6628,570839.7668,570962.1727,566984.2692,560942.4385,556107.693,552336.2011,548656.5202,545442.9668,543176.903
21,Minnesota,169628.6305,168274.4414,166717.2374,165279.9998,164136.1513,163382.4641,162847.8815,162413.3068,161875.181,161205.0332,160522.7296,160129.6287,159953.7394,160038.7031,160460.8541,160971.9639,161430.3086,161436.2396,161091.9326,160173.1194,158830.1666,157298.3143,155880.0179,154290.6185,152786.6201,151217.9722,150071.4109,148892.5676,147739.3341,146570.7896,145539.035,144763.3026,144074.4101,143410.5106,142681.5252,141927.9537,141330.0264,141158.7282,141536.4393,142208.0605,143036.9656,144071.6142,145365.2821,146764.1869,148229.8237,149745.6072,151111.3517,152361.9126,153508.4685,154636.5695,155765.1972,156806.3184,157973.8133,159249.7352,160663.5832,162259.2436,163803.526,165350.0541,166549.0182,167671.9369,168659.0956,169748.4769,170874.5689,171902.4106,172850.6273,173455.626,173963.3789,174357.7056,174766.8568,175062.5757,175438.5835,175915.9675,176659.5763,177576.6407,178643.2449,179791.8556,180928.2907,181880.8137,182728.966,183566.7967,184556.3329,185665.9673,186812.8265,188147.3774,189638.5251,191101.2486,192304.5353,193457.1334,194399.4104,195298.6147,195904.1806,196544.1779,197362.1505,198381.823,199618.7668,200989.1006,202484.9979,204090.135,205695.4062,207453.483,209057.8446,210419.466,211314.9564,211916.9716,212431.1197,213102.8825,214130.9783,215513.1143,216957.8751,218474.1355,220188.492,221907.7589,223429.2429,224354.789,225400.3165,226316.7205,227235.3743,227739.2651,228273.0258,229016.1919,230199.2825,231839.6543,233688.6454,235277.3624,236302.2707,237064.0427,237617.5073,238130.7024,238413.4773,238952.5,239922.9614,241244.0662,242904.1373,244787.5501,246856.0112,248662.1478,249642.4678,249982.486,250098.3502,250935.8821,252984.067,255973.3373,259484.0849,262982.3646,266290.5803,269692.8796,273082.3386,276785.0887,280901.6705,285356.0011,289147.6487,291160.7525,291566.1841,291642.7455,292576.0209,294183.9313,297361.5189,301553.2029,306776.1728,311802.1295,315990.0454,319029.8886,319678.0948,318478.8732,316210.226,314719.1989,313837.3675,312921.4173,312441.8357,312519.9841
22,South Carolina,138112.3329,137441.5274,136908.8931,136388.4107,135753.4675,134965.7594,134240.6045,133672.7526,133170.5821,132719.4964,132371.4857,132143.0679,132021.5318,131870.9718,131684.9533,131560.8983,131545.5702,131459.9262,131184.1632,130784.3048,130289.7193,129730.6314,129156.6501,128491.7369,127752.8919,126910.7879,126199.7807,125527.4582,124912.0381,124316.6519,123846.1479,123411.457,122961.0176,122497.1442,122079.694,121876.9756,121874.9926,122137.3027,122493.8766,122882.4816,123268.8581,123601.913,123855.954,123969.0046,124147.2473,124384.3373,124594.826,124780.2411,124967.5918,125299.8425,125739.3819,126260.7955,126852.2727,127479.2256,128029.9021,128590.6287,129075.7406,129683.1275,130101.9149,130567.0235,131017.9934,131688.3397,132278.7384,132852.3246,133425.3123,133997.6394,134575.4278,134930.3408,135185.5196,135256.5837,135484.1053,135799.4711,136213.3444,136675.9001,137250.6912,137931.2678,138721.0602,139508.2978,140324.7784,141126.3129,141936.5222,142852.8702,143736.496,144663.049,145612.7106,146466.1062,147018.6154,147481.5311,147919.9447,148519.6333,149022.4034,149625.1793,150384.3903,151315.8065,152233.7213,153002.7886,153479.3191,153856.2846,154233.1363,154946.3484,155629.8988,156337.5342,156952.5429,157679.1751,158531.8658,159406.7159,160385.9046,161288.6466,162149.0068,162963.3174,163978.5148,164814.4777,165581.5826,166121.4872,166987.9759,167968.731,168999.3065,169658.9266,170241.4864,170775.7163,171533.6875,172325.2117,173251.619,174090.6414,174876.8249,175642.2123,176394.6289,177163.58,177729.8155,178413.5614,179321.2616,180451.341,181746.3433,182932.1919,184208.7492,185360.1597,186307.8253,187107.9036,188121.4868,189664.8379,191944.3108,194578.7189,197413.9738,200071.6644,202602.3481,205216.416,207893.0304,210622.5745,213754.5912,217413.2723,221039.7727,223790.6586,225694.2889,227691.3894,230301.4554,233257.6496,237213.8495,241937.6098,247391.0553,252753.1195,257636.9008,262092.8463,265125.3854,266697.808,266844.5331,266855.896,266799.4915,266479.9125,266604.6116,267121.5966
23,Alabama,102251.512,101866.1229,101484.9711,101017.3942,100560.3955,100085.4085,99624.81681,99148.371,98698.48806,98330.36486,98036.08966,97798.36169,97662.21118,97566.85284,97372.18283,97093.79829,96767.08566,96445.93562,96015.5148,95537.30965,95092.27181,94726.0322,94290.34185,93779.1986,93237.23047,92771.32021,92444.35353,92184.26014,91983.77814,91771.53177,91537.04027,91299.6324,91028.44946,90751.5126,90398.00555,90104.70964,89993.64301,90040.67849,90387.45631,90974.01292,,93223.13036,94487.83407,95438.79285,96321.76355,97101.52585,97928.12221,98549.10298,98885.8768,99080.88457,99295.29527,99721.56746,100332.2895,100899.4278,101314.5983,101696.4296,102015.7217,102502.4594,102859.7783,103324.2879,103811.7285,104509.3592,105766.3217,107473.3383,109353.6196,110562.1045,111334.6087,111787.46,112019.9084,111871.4504,111686.1099,111591.7259,111565.027,111526.7276,111591.1007,111916.3013,112321.0397,112723.8553,113055.652,113405.9866,113738.607,114200.5366,114650.5608,115248.8822,115899.783,116610.7212,116943.5724,117186.1729,117266.2689,117525.2445,117623.7217,117862.2422,118228.9706,118775.4313,119312.3303,119851.4731,120325.2538,120688.3255,120850.3531,120926.686,120915.179,120961.2789,121232.828,121713.4876,122347.3499,123007.4833,123690.3581,124293.3789,124829.8658,125285.9296,125896.387,126293.0118,126610.9742,126731.2731,127158.7027,127719.9296,128398.1926,128808.5177,129336.0892,129941.8921,130878.161,131969.7781,133110.2311,133912.739,134354.7081,134772.6366,135381.645,136152.2757,136781.7202,137578.6298,138625.502,139928.5236,141164.2817,142204.296,143159.4856,144022.3793,144694.9135,145338.4124,146121.6588,147301.7838,149022.8664,150965.2719,153037.5413,154831.3615,156537.4562,158310.072,160131.2924,162057.8061,164180.6324,166725.9828,169304.328,171350.1804,172683.808,173973.6897,175731.8173,177655.3554,179894.57,182199.4558,184636.9853,187120.9851,189238.2231,191438.3527,192793.869,193677.7882,193746.9882,193628.9595,193292.7464,192892.3343,194328.4613,196249.8149
